,feed_pub_date,item_title,item_description,item_link
19,1/01/2021 8:00,Pfizer en BioNTech vragen Europese vergunning voor vaccin aan - NRC,Pfizer en BioNTech vragen Europese vergunning voor vaccin aan&nbsp;&nbsp;NRC,https://www.nrc.nl/nieuws/2020/12/01/pfizer-en-biontech-vragen-europese-vergunning-voor-vaccin-aan-a4022099
20,1/01/2021 8:00,Europa sluit voorlopige deal met Pfizer en BioNTech over zesde coronavaccin - AD.nl,Europa sluit voorlopige deal met Pfizer en BioNTech over zesde coronavaccin&nbsp;&nbsp;AD.nl,https://www.ad.nl/binnenland/europa-sluit-voorlopige-deal-met-pfizer-en-biontech-over-zesde-coronavaccin~afd5818d/
21,1/01/2021 8:00,Pfizer en BioNTech vragen goedkeuring voor coronavaccin - Iex.nl,Pfizer en BioNTech vragen goedkeuring voor coronavaccin&nbsp;&nbsp;Iex.nl,https://www.iex.nl/Nieuws/ANP-201120-177/Pfizer-en-BioNTech-vragen-goedkeuring-voor-coronavaccin.aspx
22,1/01/2021 8:00,Dit Duitse miljardairskoppel is de drijvende kracht achter het Pfizer-vaccin - Business Insider,Dit Duitse miljardairskoppel is de drijvende kracht achter het Pfizer-vaccin&nbsp;&nbsp;Business Insider,https://www.businessinsider.nl/pfizer-vaccin-coronavirus-biontech/
23,1/01/2021 8:00,Pfizer en BioNTech: vaccin is klaar voor goedkeuring door de toezichthouder - NRC,Pfizer en BioNTech: vaccin is klaar voor goedkeuring door de toezichthouder&nbsp;&nbsp;NRC,https://www.nrc.nl/nieuws/2020/11/18/pfizer-en-biontech-vaccin-is-klaar-voor-goedkeuring-door-de-toezichthouder-a4020486
24,1/01/2021 8:00,Nieuws: BioNTech en Pfizer begonnen met de eerste klinische proef van COVID-19 vaccin kandidaten - Amstelveenweb.com,Nieuws: BioNTech en Pfizer begonnen met de eerste klinische proef van COVID-19 vaccin kandidaten&nbsp;&nbsp;Amstelveenweb.com,http://www.amstelveenweb.com/nieuws-BioNTech-en-Pfizer-begonnen-met-de-eerste-klinis&newsid=351873606
25,1/01/2021 8:00,Amerikaanse medicijnenwaakhond keurt coronavaccin Pfizer en BioNTech goed - NU.nl,Amerikaanse medicijnenwaakhond keurt coronavaccin Pfizer en BioNTech goed&nbsp;&nbsp;NU.nl,https://www.nu.nl/coronavirus/6096224/amerikaanse-medicijnenwaakhond-keurt-coronavaccin-pfizer-en-biontech-goed.html
26,1/01/2021 8:00,Zwitserland keurt vaccin Pfizer/BioNTech goed - NRC,Zwitserland keurt vaccin Pfizer/BioNTech goed&nbsp;&nbsp;NRC,https://www.nrc.nl/nieuws/2020/12/19/zwitserland-keurt-vaccin-pfizer-biontech-goed-a4024537
27,1/01/2021 8:00,Pfizer en BioNTech willen vaccin-test uitbreiden - De Tijd,Pfizer en BioNTech willen vaccin-test uitbreiden&nbsp;&nbsp;De Tijd,https://www.tijd.be/ondernemen/farma-biotech/pfizer-en-biontech-willen-vaccin-test-uitbreiden/10251237.html
28,1/01/2021 8:00,Cyberaanval op Europees Geneesmiddelenbureau: documenten over coronavaccin van Pfizer/BioNTech ingekeken - VRT NWS,Cyberaanval op Europees Geneesmiddelenbureau: documenten over coronavaccin van Pfizer/BioNTech ingekeken&nbsp;&nbsp;VRT NWS,https://www.vrt.be/vrtnws/nl/2020/12/09/hackers-keken-informatie-coronavaccin-van-pfizer-biontech-in/
29,1/01/2021 8:00,Pfizer en BioNTech melden bemoedigende eerste resultaten voor coronavaccin - Het Laatste Nieuws,Pfizer en BioNTech melden bemoedigende eerste resultaten voor coronavaccin&nbsp;&nbsp;Het Laatste Nieuws,https://www.hln.be/medisch/pfizer-en-biontech-melden-bemoedigende-eerste-resultaten-voor-coronavaccin~ad8b61a2/
30,1/01/2021 8:00,Hoe veilig is het mRNA-vaccin van farmaceut Pfizer? - NRC,Hoe veilig is het mRNA-vaccin van farmaceut Pfizer?&nbsp;&nbsp;NRC,https://www.nrc.nl/nieuws/2020/12/20/wat-belandt-er-straks-in-je-arm-a4024615
31,1/01/2021 8:00,"Coronavaccin Pfizer veelbelovend, ondanks 'zorgwekkend' gebrek aan gegevens - National Geographic Nederland-België","Coronavaccin Pfizer veelbelovend, ondanks 'zorgwekkend' gebrek aan gegevens&nbsp;&nbsp;National Geographic Nederland-België",https://www.nationalgeographic.nl/wetenschap/2020/11/coronavaccin-pfizer-veelbelovend-ondanks-zorgwekkend-gebrek-aan-gegevens
32,1/01/2021 8:00,Pfizer-baas casht aandelen op de dag dat zijn vaccin de coronablues op de beurzen verdrijft - Volkskrant,Pfizer-baas casht aandelen op de dag dat zijn vaccin de coronablues op de beurzen verdrijft&nbsp;&nbsp;Volkskrant,https://www.volkskrant.nl/nieuws-achtergrond/pfizer-baas-casht-aandelen-op-de-dag-dat-zijn-vaccin-de-coronablues-op-de-beurzen-verdrijft~b319e66d/
33,1/01/2021 8:00,EMA komt met oordeel over vaccin BioNTech/Pfizer - NOS Radio 1 Journaal - NPO Radio 1,EMA komt met oordeel over vaccin BioNTech/Pfizer - NOS Radio 1 Journaal&nbsp;&nbsp;NPO Radio 1,https://www.nporadio1.nl/nos-radio-1-journaal/onderwerpen/69683-2020-12-21-ema-komt-met-oordeel-over-vaccin-biontech-pfizer
34,1/01/2021 8:00,Hoge prijzen voor coronavaccins bij BioNTech/Pfizer en Moderna bevestigen nood aan meer transparantie - Test-Aankoop.be,Hoge prijzen voor coronavaccins bij BioNTech/Pfizer en Moderna bevestigen nood aan meer transparantie&nbsp;&nbsp;Test-Aankoop.be,https://www.test-aankoop.be/gezond/ziekten-en-geneesmiddelen/geneesmiddelen/nieuws/prijzen-coronavaccins
35,1/01/2021 8:00,"LIVE | China raadt vaccin BioNTech/ Pfizer af, vakantie in eigen land populair - De Gelderlander","LIVE | China raadt vaccin BioNTech/ Pfizer af, vakantie in eigen land populair&nbsp;&nbsp;De Gelderlander",https://www.gelderlander.nl/binnenland/live-china-raadt-vaccin-biontech-pfizer-af-vakantie-in-eigen-land-populair~aec212e32/
36,1/01/2021 8:00,Eerste vaccinatie op 8 januari 2021 | Nieuwsbericht - Rijksoverheid.nl,Eerste vaccinatie op 8 januari 2021 | Nieuwsbericht&nbsp;&nbsp;Rijksoverheid.nl,https://www.rijksoverheid.nl/actueel/nieuws/2020/12/17/eerste-vaccinatie-op-8-januari-2021
